UID	C2PJTACXX_4_TACAGC_1.bed	C3B9JACXX_2_CCGTCC_1.bed	C2F7PACXX_7_AGTTCC_1.bed	C2NC1ACXX_3_ATTCCT_1.bed	SRS380396_1.bed	SRS606816_1.bed	C2EJBACXX_2_AGGCCG_1.bed	D2GEUACXX_7_CAACTA_1.bed	C2F5LACXX_8_CCACGC_1.bed	SRS380430_1.bed	C2PJTACXX_6_CTCAGA_1.bed	C2F5LACXX_6_GCAAGG_1.bed	C37FTACXX_4_ACTCTC_1.bed	C2F8BACXX_5_TACAGC_1.bed	C2F8BACXX_3_ATGTCA_1.bed	C2MRVACXX_7_CCTTAG_1.bed	SRS380435_1.bed	SRS380365_1.bed	C2F8BACXX_6_ATAATT_1.bed	C2F5LACXX_6_TTCGAA_1.bed	C2F5JACXX_8_GCACTT_1.bed	C2F8BACXX_4_TGACCA_1.bed	C2F7PACXX_2_CTTGTA_1.bed	C37FTACXX_4_ATAATT_1.bed	SRS380305_1.bed	C2F5LACXX_7_CTGCTG_1.bed	SRS380321_1.bed	SRS380406_1.bed	SRS380449_1.bed	C2F5JACXX_2_TGGCGC_1.bed	C34AYACXX_3_TAATCG_1.bed	SRS380310_1.bed	SRS380341_1.bed	SRS380419_1.bed	SRS380316_1.bed	C2EJBACXX_4_CGTACG_1.bed	C2PVKACXX_3_TGGCGC_1.bed	C2F5JACXX_5_GAAACC_1.bed	C2PNJACXX_1_AAACAT_1.bed	SRS380447_1.bed	C2F5JACXX_8_AAACAT_1.bed	C2PTNACXX_4_GCTCCA_1.bed	SRS380380_1.bed	SRS380347_1.bed	SRS380367_1.bed	C2F5JACXX_4_ATCTAT_1.bed	C2F5JACXX_7_AGAAGA_1.bed	SRS380350_1.bed	SRS380393_1.bed	SRS380278_1.bed	SRS380338_1.bed	SRS380364_1.bed	SRS380301_1.bed	C2F5JACXX_1_CACTCA_1.bed	SRS380366_1.bed	C2NR9ACXX_1_AAATGC_1.bed	SRS380287_1.bed	C2PJTACXX_5_CTAGCT_1.bed	C2F7PACXX_3_CCGCAA_1.bed	C2F7PACXX_8_CGAGAA_1.bed	C2F5JACXX_5_GCCTTA_1.bed	C2EJBACXX_1_CCTTAG_1.bed	SRS380331_1.bed	SRS380293_1.bed	SRS380289_1.bed	SRS380377_1.bed	SRS380437_1.bed	C2PJTACXX_8_ATGAGC_1.bed	SRS380436_1.bed	C2F7PACXX_8_AGCGCT_1.bed	SRS380343_1.bed	C2F7PACXX_5_GCTCCA_1.bed	C2NR9ACXX_7_CATTTT_1.bed	C2NR9ACXX_1_AAGGAC_1.bed	C37FTACXX_8_TGACCA_1.bed	C2PNJACXX_3_TCGAAG_1.bed	C2F7PACXX_5_GTAGAG_1.bed	SRS380375_1.bed	C2EJBACXX_8_ACTGAT_1.bed	C2F8BACXX_8_AGGTTT_1.bed	C37FTACXX_5_TGCTGG_1.bed	SRS616789_1.bed	SRS380392_1.bed
ZNF429:ENSG00000197013:E3.5-E4.1|ENSG00000197013:E3.5-E5.1	0.126582278	0.305555556		0.291666667	1	0.34375		0.805970149		0.117647059	0.75	0.477272727	0.485714286	0.577981651	0.577464789	0.842105263	0.652173913	0.666666667		0	0.8	0.657894737	0.75862069	0.2	0.666666667	0.75	0.388888889	0.684210526	0.333333333	0.556701031	0.388888889	0.416666667	0.555555556		0.230769231	0.565217391	0.673076923	0.297297297	0.457142857	0.307692308	0.6	0	0.3	0.411764706		0.454545455	0.677419355		0.358974359	0.5625	0.444444444	0.346153846	0.47826087	0.5		0.071428571	0.3125	0.6	0.631578947	0.5	0.16	0.35483871	0.5	0.195121951	0.309859155		0.368421053	0.120689655	0.06	0.466666667	0.347826087		0.1	0.274193548		0.5	0.53030303	0.047619048	0.363636364	0.53164557	0.3	0.142857143	0.326530612
GMFB:ENSG00000197045:E9.1-E10.1|ENSG00000197045:E9.1-I9.1	0.546153846	1	1	0.741666667	0.734375	0.594202899		1	1	0.976744186	1		0.711111111	1		0.440860215	1	1	1		1			1	0.989583333		0.776699029	0.881578947	0.973451327	0.666666667	0.627118644	0.985915493	0.75862069		0.832653061	0.449275362	0.575418994	1	0.634408602	1	1	1	0.990990991	0.96969697	0.84516129	1	0.6	1	1	0.978723404	1	0.985074627	0.981651376	0.368421053	0.757281553	0.732394366	0.963636364	0.943820225		0.708333333	0.957446809	0.649122807	0.578947368	1	0.444444444	0.786982249	1	0.756097561	1	1	0.980392157	0.263157895	0.586956522	0.580645161	0.553191489	0.432989691	0.851351351	0.980769231	0.684210526	0.815789474	0.577464789	0.438095238	1
SLC25A29:ENSG00000197119:E4.3-I4.1|ENSG00000197119:E4.1-E9.1	0.367088608	0.3	0	0.136842105	0.25	0.28125	0	0.808510638	0	0.110714286	0	0.111111111	0.55	0	0	0.412903226	0.125603865	0	0	0	0.088607595	0.295081967	0	0.402985075	0.153452685	0	0.056701031	0.263681592	0.272727273	0.303571429	0	0.225274725	0.395480226		0.241071429	0.290697674	0	0	0.303030303	0.106870229	0.395833333	0	0.269662921	0.187192118	0.402985075	0.666666667	0.603174603	0.203045685	0.176151762	0.101010101	0.072327044	0.066820276	0.143442623	0.169491525	0.342105263	0	0.328125	0.493506494	0	0.283018868	0	0.44	0.282051282	0.118918919	0	0.528846154	0.135977337	0	0.142857143	0	0.139650873	0.8125	0.490566038	0.342592593	0.258741259	0.4	0.515151515	0.303921569	0.5	0.722222222	0.204819277	0.555555556	0.093704246
SLC25A29:ENSG00000197119:I4.1-E5.1|ENSG00000197119:E4.1-E9.1	0.375	0.3	0	0.098901099	0.157894737	0.178571429	0	0.836363636	0	0.248484848	0	0.04950495	0.55	0	0	0.401315789	0.150234742	0	0	0	0.28	0.130434783	0	0.365079365	0.266075388	0	0.146226415	0.410358566	0.333333333	0.303571429	0	0.31884058	0.402234637		0.212962963	0.290697674	0	0	0.313432836	0.166666667	0.262711864	0	0.375	0.240740741	0.473684211	0.392857143	0.285714286	0.317391304	0.285035629	0.204545455	0.119402985	0.129589633	0.19844358	0.371794872	0.449339207	0	0.376811594	0.615384615	0	0.24137931	0	0.352941176	0.450980392	0.197044335	0	0.695652174	0.154061625	0	0.212765957	0	0.178571429	0.764705882	0.509090909	0.268041237	0.307189542	0.268292683	0.605263158	0.195402299	0.392857143	0.814814815	0.214285714	0.403846154	0.139082058
ACSL5:ENSG00000197142:E12.1-E13.1|ENSG00000197142:I12.1-E13.1	0.822134387	0.923076923	1	1		0.887931034	1	1		0.984375	0.897435897	1	1	1	1	1	0.130434783	1			0.928571429		1	0.6953125	0.82278481	1	1	1		1	1	1	1		0.696202532	1	0.887445887	1	0.822695035	1			1	0.857142857	0.679487179	0.789473684	1	0.796208531	0.821782178	0.842105263	0.937888199	0.831460674	1	1	0.275862069	0.7875	0.798816568	1	1		0.992424242	1	0.8	0.979381443	0.8125	0.58	0.916256158	0.542857143	0.896995708	1	0.619047619		0.69375	1	0.574468085	0.820143885	1	0.704225352	0.317073171	1	0.980582524	0.552631579	0.902748414
LRRC8B:ENSG00000197147:E4.1-I4.1|ENSG00000197147:E1.2-E5.2	0	0	0	0	0.144230769	0						0	0.375	0	0	0		0	0		0	0	0	0	0.422222222		0.65625	0	0.279411765	0.102941176	0	0	0.41509434		0.526315789	0	0		0	0	0	0	0		0	0	0.061728395	0.470588235	0	0		0	0.16091954	0	0.47826087	0	0.408163265	0	0	0		0	0.315789474	0	0	0.5625		0	0.636363636	0	0.535714286	0.24	0.123076923	0.3125	0	0	0	0.589285714	0	0.541666667	0.387096774	0.119047619	0
LRRC8B:ENSG00000197147:E2.1-I2.1|ENSG00000197147:E1.2-E5.2	0.217391304	0	0	0	0	0						0	0.25	0	0	0		0	0		0	0	0		0.296296296		0.481481481	0.367346939	0.487179487	0	0	0	0.452380952		0.655172414	0.5	0		0	0	0	0	0.111111111	0			0.203883495	0	0.352941176	0		0	0.12987013	0	0.208333333	0	0.413793103	0.117647059	0	0.206896552		0.412698413		0	0.695652174	0.772727273		0	0.45	0	0.279069767	0.325	0.137254902	0.227272727	0	0.292682927	0.421052632	0.419354839	0	0.631578947	0	0	0
LRRC8B:ENSG00000197147:I4.1-E5.1|ENSG00000197147:E1.2-E5.2	0	0	0	0	0.074468085	0						0	0.264705882	0	0	0		0	0		0	0	0	0	0.25		0.4	0	0.193548387	0.188405797	0	0	0.381818182		0.5	0	0		0	0	0	0	0		0	0	0.102040816	0.4375	0	0		0	0.088607595	0	0.368421053	0	0.282051282	0	0	0		0	0.434782609	0	0	0.6		0	0.387096774	0	0.257142857	0.440677966	0.253333333	0.435897436	0	0	0	0.5	0	0.421052632	0.421052632	0.288461538	0
LRRC8B:ENSG00000197147:I2.1-E3.1|ENSG00000197147:E1.2-E5.2	0.357142857	0	0	0	0	0						0	0.290322581	0	0	0		0	0		0	0	0		0.34375		0.481481481	0.354166667	0.523809524	0	0	0	0.510638298		0.473684211	0.541666667	0		0	0	0	0	0.166666667	0			0.163265306	0	0.421052632	0		0	0.081081081	0	0.472222222	0	0.37037037	0.1	0	0.174603175		0.449275362		0	0.416666667	0.692307692		0	0.576923077	0	0.225	0.608695652	0.153846154	0.227272727	0	0.292682927	0.5625	0.5	0	0.695652174	0	0	0
C20orf112:ENSG00000197183:E8.2-E13.1|ENSG00000197183:E12.3-E13.1	0.692307692	0.138888889	0.264	0.228813559	0.139534884	0.646464646	0.612903226	0.548387097	0.229437229	0.444444444	0.04	0.24137931	0.275	0.302083333	0	0	0.333333333	0.017241379	0.404761905	0	0	0	0.115606936	0.775510204	0.108108108	0	0.282051282	0.01980198	0.142857143	0.154761905	0.464285714	0.595505618	0		0.431192661	0.105263158	0.568047337	0.12	0.416666667	0.4625	0.088607595	0	0.20754717	0.368421053	0.470588235	0.628205128	0	0.450980392	0.245098039	0.53030303	0.589928058	0.054054054	0.195555556	0.452830189	0.493975904	0.461538462	0.652631579	0	0.16	0.375	0.25	0.03125	0.391752577	0.785714286	0.265486726	0.457627119	0.638297872	0.464285714	0.713768116	0.102040816	0.350364964	0.084848485	0.236363636	0.535211268	0.12962963	0.277777778	0.246153846	0.440104167	0.366197183	0.632653061	0.355371901	0.25	0.803738318
C20orf112:ENSG00000197183:I12.1_31063091-E13.1|ENSG00000197183:E8.2-E13.1	0.032258065	0.583333333	0.14893617	0.214285714	0.023255814	0.141304348	0.274193548	0.14516129	0	0.175	0	0.310344828	0.025	0.060606061	0.185185185	0.111111111	0	0.465517241	0.19047619	0	0.677419355	0.431372549	0.211764706	0	0.085714286	0.65	0.358974359	0.306930693	0.037037037	0	0.142857143	0.055555556	0.457142857		0.009803922	0.105263158	0.026143791	0.64	0.25	0.085714286	0.367088608	0.416666667	0.132075472	0.163636364	0	0	0.140186916	0.081632653	0.228915663	0.053571429	0.06779661	0.257575758	0.148514851	0.075	0.012195122	0	0.011904762	0.183098592	0.4	0.333333333	0.301204819	0	0	0	0.19858156	0.105263158	0	0	0.034482759	0.428571429	0.011363636	0	0.157407407	0.048387097	0.19375	0	0	0.023569024	0.030769231	0	0.011235955	0.170212766	0.02020202
C20orf112:ENSG00000197183:I15.1-E16.1|ENSG00000197183:E15.1-E17.1	0.37254902	0	0	0.069767442	0.05952381	0	0	0	0	0	0	0	0.257142857	0		0	0.433333333	0	0		0	0	0	0.285714286	0	0	0	0.142857143	0.191082803	0	0.25	0.223529412	0		0.333333333	0	0.178861789		0	0.243589744	0	0	0.12195122	0.127272727	0	0	0.118644068	0.323529412	0.183673469	0.285714286	0.197183099	0.05952381	0.35059761	0	0.44	0.233870968	0.37755102	0		0	0	0	0.290909091	0	0	0.581395349	0.216216216	0	0.204545455	0	0.384615385	0.295918367	0.618705036	0	0.314917127	0.297297297	0	0.25	0.139917695	0	0.264705882	0	0.458333333
TBC1D9B:ENSG00000197226:E16.1-E17.7|ENSG00000197226:I16.1-E17.1	0.321503132	0.599056604	1	0.583333333	0.290322581	0.760124611	0.765734266	1	1	0.685152057	1	1	0.53125	0.491803279	0.193548387	0.611428571	0.353982301	0.663265306		1	0.705882353	0.948979592	1	0.323943662	0.64137931	0.709677419	0.3828125	0.593333333	0.887931034	0.621052632	0.981651376	0.809174312	0.369230769		0.518518519	0.639097744	0.551020408	1	0.648221344	0.619883041	0.446153846		0.357723577	0.545608108	0.50591716	0.8125	0.37254902	0.576138148	0.59	0.630662021	0.588541667	0.545768566	0.521815009	0.93814433	0.384615385	0.425619835	0.513464991	0	0.710843373	1	1	0.72972973	0.579572447	0.785234899	0.569832402	0.315960912	0.735229759	0.816793893	0.45184136	0.18487395	0.44971537	0.426829268	0.502008032	0.740740741	0.547169811	0.774834437	0.5078125	0.355102041	0.297297297	0.109090909	0.399371069	0.401162791	0.675786594
SYNGAP1:ENSG00000197283:E21.3-I21.1|ENSG00000197283:E21.2-E22.1	0.223140496	0	0	0.09009009	0.105263158	0.111111111	0	0.236842105		0.430107527	0	0	0	0		0.222222222	0	0		0	0.454545455	0	0.236842105	0.369565217	0	0	0	0		0	0	0.416666667			0	0.411764706	0.31884058		0.40625	0	0		0	0.283018868	0.258064516	0		0.30952381	0	0.476190476	0	0	0	0.241935484	0	0.25	0.28125		0		0	0.4	0.432432432	0	0.181818182	0.35	0.272727273	0	0.316770186	0	0		0.397435897	0	0.176470588	0.142857143	0.48	0.475	0		0.436363636	0.482758621	0.222222222
ZNF720:ENSG00000197302:E1.12-I1.1_31725406|ENSG00000197302:E1.12-E3.1	0.022222222	0.047619048	0.088235294	0.063829787	1	0	0			0.041666667	0	0	0.363636364	0.333333333	0.785714286	0.157894737	0.24137931	0.7		0	0.533333333	0.5	0.5	0.055555556	0.047619048	0	0.267857143	0.371428571	0.323529412	0.257142857	0.125	0.052631579	0.206896552		0.151515152	0.095238095	0.083333333		0.315789474	0.142857143	0.3125	0	0.227272727	0.05	0	0.291666667	0.096774194	0.0625	0.056451613	0.058823529	0.25	0.214285714	0.0625	0.28125	0	0.064935065	0.069767442	0.153846154	0.071428571		0	0.227272727	0	0.019607843	0.2	0.042553191	0.115384615		0.075	0.153846154	0.074074074	0.161290323	0.021276596	0.294117647	0	0	0.25	0.048780488		0	0.093023256	0.029850746	0
ZNF720:ENSG00000197302:E1.14-I1.1|ENSG00000197302:E1.12-E3.1	0.333333333	0	0	0.276595745	0	0.142857143	0			0	0	0	0	0	0	0.473684211	0	0.3		0	0	0	0	0.194444444	0	0	0.446428571	0	0.323529412	0.142857143	0	0.184210526	0.517241379		0.454545455	0	0.555555556		0	0	0	0	0.272727273	0.4	0	0.104166667	0	0.28125	0.064516129	0.294117647	0	0.285714286	0.5625	0	0.608695652	0	0.395348837	0	0		0	0.409090909	0.297297297	0.117647059	0.444444444	0.29787234	0		0	0	0.37037037	0.548387097	0.361702128	0	0.473684211	0	0.315217391	0.292682927		0	0.627906977	0.820895522	0.133333333
TRIM33:ENSG00000197323:E12.1-E13.1|ENSG00000197323:E11.1-E13.1	0.455621302	0.357142857	0.68	0.454545455	0.631578947	0.285714286		0	0	0.384615385	0.333333333		0.450980392			0.4		0.722222222		0	0.541666667	0.470588235	0.2	0.1	0.353846154		0.5875	0.280701754	0.485981308	0.666666667	0.575	0.540229885	0.606741573		0.796296296	0.422222222	0.652892562		0.290322581	0.643564356	1	0.529411765	0.486111111	0.333333333	0.509090909	0.512820513	0.588235294	0.333333333	0.362068966	0.538461538	0.307692308	0.481012658	0.613207547	0.357142857	0.52	0.291666667	0.470198675	0.301587302				0.311111111	0.346153846	0.439393939		0.56626506	0.1	0.121212121	0.244444444		0.357723577	0.288888889	0.228426396	0.296296296	0.3359375	0.244444444	0.541666667	0.337606838	0.655737705	0.360655738	0.266666667	0.247706422	0.064102564
HTT:ENSG00000197386:E30.1-E31.1|ENSG00000197386:E30.2_3174945-E31.1	0.970588235	0.888888889		1	1	0.898550725	0.872340426			0.9625	0.863636364	1	0.952380952	1	1	0.888888889	1	1	1		1	1	1	0.909090909	0.892307692	1	0.977777778	0.87037037	0.868421053	1		0.925287356	0.737288136		0.691588785	0.903225806	0.888888889		1	0.924528302	0.75		0.964285714	0.957746479	0.847826087	1	0.953488372	0.967479675	0.909090909	0.87804878	0.980769231	0.927536232	0.918604651	0.958333333	0.940594059	0.962264151	0.904494382	1	1	1	1	0.885714286	0.697368421	0.918367347	0.666666667	0.75625	1	1	0.821656051	0.555555556	0.948275862	0.822429907	0.962962963	0.783783784	0.828571429	1	0.8	0.773913043	0.6	0.912280702	0.962962963	0.870967742	0.862275449
ZNF665:ENSG00000197497:E1.5-E4.1_53686192|ENSG00000197497:E1.5-E4.1	0.225806452	0.076923077	0.052631579	0.153846154	0.487804878	0	0.117647059	0.227272727		0.34375	0	0.104477612	0.235294118	0.086206897	0	0.066666667		0.08	0	0.1	0.171428571	0	0.314285714	0.333333333		0	0.178571429	0.266666667	0.44		0.1	0.162790698	0.4375			0.088888889	0.317073171	0.619047619	0.407407407	0.171428571	0.242424242		0.181818182	0.090909091		0.239130435	0.24137931	0.111111111	0.283018868	0.5	0.173076923	0.176470588	0.285714286	0.323076923	0.181818182	0.431034483	0.304347826	0.333333333	0.258064516	0.043478261	0.166666667	0.142857143	0.266666667	0.3	0.323529412	0.3	0.323076923	0.708333333	0.216216216	0.052631579	0.428571429		0.109375	0.25		0.081081081	0.282051282	0.32	0.384615385	0.285714286	0.285714286	0.8	0.2875
MIB2:ENSG00000197530:E7.4-E8.1|ENSG00000197530:E7.4-I7.1	0.676767677	1	1	0.680851064	1	0.571428571	1	1	1	0.867403315	1	1	0.818181818	0.722222222		1	0.940677966	1			1	1		1	0.967741935		0.97037037	0.925	0.96875		1	0.96039604	1		1		0.717948718		1	0.946428571	1		0.923076923	0.989795918	0.969230769	0.466666667	0.194444444	0.852941176	0.8375	0.864197531	1	0.717857143	0.911111111	1	0.952380952	1	0.826923077		1	1	1	1	0.743169399	0.929824561	0.75	1	0.983333333	1	0.715151515		0.974358974	0.533333333	0.642857143	0.520833333	0.114427861	1		0.883040936	1	1	0.909090909	0.617021277	0.993103448
ATG7:ENSG00000197548:E13.3-E14.1|ENSG00000197548:E13.3-E16.1	0.945945946	0.863636364	0.983050847	0.942857143	1	0.857142857	1			0.877777778		0.875		0.815789474		0.916666667	0.409090909	1	1	1	0.878787879		1	0.891891892	0.75	1	0.558139535	0.584615385	0.571428571		1	0.860335196	0.545454545		0.869565217	0.875	0.814814815	0.8125	0.896551724	0.571428571			0.275862069	0.888888889	0.396551724	0.928571429	0.226415094	0.800829876	0.833333333	0.854545455	0.943589744	0.847222222	0.590909091	1	0.689655172	0.952755906	0.651162791		1		0.911111111	0.681818182	0.636363636	0.859259259	0.289473684	0.709677419	0.962264151	1	0.704081633	0	0.530612245		0.88	0.916666667		0.843137255	0.5	0.826086957		0.428571429	0.705882353	0.666666667	0.933333333
SIPA1L1:ENSG00000197555:E1.3-E3.1|ENSG00000197555:E2.1-I2.1	0.818181818			0.825	1	0.846153846		1		0.892857143	0.846153846		1	1		0.916666667		0.852459016		1	1	1	0.785714286		0.888888889		0.767123288	0.913461538	0.577464789	0.9375		0.761904762	0.96		0.396226415	1	0.666666667	0.666666667	0.861111111	0.944444444	1	0.52	0.815384615		0.766666667		0.804878049	1	0.911764706	0.35	0.789473684	0.862068966	0.73015873	1	0.909090909	0.7	0.916666667	0.230769231	1	1		0.957142857		0.952380952	0.75	0.6875		0.8	0.5625	0.709677419	0.345454545	1	0.509803922	0.92	0.487179487	0.888888889	0.339285714	0.8	0.745454545	0.769230769		0.8	0.857142857
SIPA1L1:ENSG00000197555:E3.1-E7.1|ENSG00000197555:E3.1-E13.1	0.34375			0.32	0.28	0.428571429		1	0.545454545	0.404761905	0.353535354	0.037037037	0.166666667	0.015625	0	0.485714286		0.339622642			0.566666667	0.838709677	0.404761905		0.109756098		0.217054264	0.236051502	0.310810811	0.352112676	0.5	0.357142857	0.29122807		0.134328358	0.416666667	0.3125	0.216216216	0.333333333	0.404761905	0.265306122	0.140350877	0.27173913	0.555555556	0.22	0.428571429	0.215053763	0.173913043	0.217741935	0.090909091	0.318181818	0.369565217	0.218487395		0.357142857		0.259259259	0.225	0.217391304	0.666666667		0.162962963		0.35	0.075471698	0.230769231	0.181818182		0.173913043	0.108108108	0.120481928	0	0.304347826	0.146341463	0.28125	0.202531646	0.0625	0.153846154	0.357142857			0.230769231	0.344827586
CDC42SE1:ENSG00000197622:I3.1-E4.1|ENSG00000197622:E3.1-E4.1	0.537540805	0.314363144	0.112565445	0.281755196	0.319034853	0.296849088	0.051162791	0.169230769	0.198555957	0.530150754	0.389438944	0.191256831	0.378151261	0.297994269	0.410628019	0.630885122	0.297979798	0.211845103	0.335820896	0	0.2	0.037209302	0.263374486	0.542976939	0.419161677	0.114035088	0.708636837	0.337414966	0.324545455	0.313131313	0.47755102	0.396534149	0.698802773		0.49539749	0.398328691	0.470703125	0.290780142	0.474137931	0.341696535	0.422512235	0	0.514305177	0.49213691	0.643742954	0.5	0.326771654	0.637915544	0.572120039	0.611111111	0.357250755	0.561046512	0.467532468	0.199367089	0.648	0.428947368	0.557247259	0.302547771	0.386227545	0	0.178082192	0.56374808	0.427659574	0.429588608	0.333333333	0.749276411	0.23605806	0.245762712	0.672532517	0.357142857	0.424332344	0.556291391	0.656534954	0.508637236	0.489711934	0.573934837	0.371769384	0.673624288	0.517045455	0.508604207	0.619601329	0.566481994	0.391862955
CDC42SE1:ENSG00000197622:E3.2-I3.1|ENSG00000197622:E3.1-E4.1	0.462009804	0.213414634	0.038461538	0.225728155	0.312176166	0.2079566	0.128630705	0.169230769	0.223776224	0.449856734	0.340425532	0.191709845	0.168421053	0.272214386	0.478813559	0.507211538	0.198847262	0.1275	0.198198198	0	0.216517857	0.036866359	0.18018018	0.380952381	0.340163934	0.09009009	0.644025157	0.311018131	0.263261297	0.248648649	0.336683417	0.354700855	0.639344262		0.5	0.26	0.367579909	0.168627451	0.378640777	0.305997552	0.245436105	0	0.462271062	0.435305918	0.558863329	0.267515924	0.366300366	0.56512605	0.448067633	0.52367688	0.317823344	0.489479513	0.408800806	0.294117647	0.587962963	0.276190476	0.465860597	0.203508772	0.281355932	0	0.154696133	0.504347826	0.319612591	0.366523605	0.255681818	0.670485793	0.156301146	0.169724771	0.622625216	0.484076433	0.367670365	0.559210526	0.54743083	0.293150685	0.384615385	0.436482085	0.390151515	0.60940919	0.297188755	0.418918919	0.523326572	0.44550173	0.339021615
SPTAN1:ENSG00000197694:E24.1-E25.1|ENSG00000197694:E24.1-E26.1	0.78	0.892307692	1	0.918918919	0.2875	0.921052632	1	1	0.422222222	0.73015873	0.722222222	0.8125	0.682539683	0.833333333	1	0.545454545	0.375	0.890909091		1	0.916666667	0.791666667	0.8	0.807692308	0.529182879	1	0.686915888	0.412408759	0.518072289	0.914285714	0.875	0.80620155	0.460992908		0.590909091	0.880952381	0.782122905	0.821917808	0.755555556	0.6625	0.770491803	0.648148148	0.602870813	0.700680272	0.604651163	0.666666667	0.340909091	0.654618474	0.706766917	0.734693878	0.75	0.688135593	0.610603291	0.95890411	0.238410596	0.960526316	0.5	0.653846154	0.735294118	1	1	0.454545455	0.760180995	0.642276423	1	0.297794118	0.951388889	0.476190476	0.466101695	1	0.293859649	0.077777778	0.55	0.568965517	0.403846154	0.810126582	1	0.139664804	0.648351648	0.945454545	0.730769231	0.206896552	0.764350453
RPS26:ENSG00000197728:E1.5-I1.1|ENSG00000197728:E1.5-E2.1	0.601769912	0.348484848	0.09039548	0.116959064	0.147286822	0.11827957	0	0.285714286	0.050955414	0	0.388059701	0	0.311111111	0	0.2	0.591304348	0	0.113207547	0.040971168	0	0.096885813	0	0.046511628	0.663426488	0.406417112	0.066666667	0.432352941	0.476744186	0.375	0.092436975	0.144104803	0	0		0.622641509	0.309859155	0.401197605	0.234375	0.307692308	0.389221557	0	0	0.490566038	0.63559322	0.531468531	0	0.027118644	0.61003861	0.501557632	0.793859649	0.128440367	0.450236967	0.832460733	0	0.538461538	0.559748428	0.394849785	0	0.210191083	0.087824351	0.289473684	0.194513716	0.695121951	0.202247191	0.013172338	0.832579186	0.384615385	0	0.391791045	0.013215859	0.744094488	0.123076923	0.612307692	0.3	0.613861386	0.224719101	0	0.841924399	0	0.304347826	0.549618321	0.779310345	0.639175258
FAM49A:ENSG00000197872:E7.1-E8.1|ENSG00000197872:E5.1-E8.1	0.625	0.833333333	1	0.541666667	0.748571429	0.673913043	0.8125		0.646551724	0.784615385	0.551820728	0.533333333	0.56	0.666666667	0.566666667	0.578947368	0.52173913	0.657142857	0.391304348	1	0.620689655	0.603773585	0.176470588	0.714285714	0.644067797	0.5	0.739130435	0.761904762	0.563380282	0.461538462	0.884393064	0.859504132	0.737931034		0.728571429	0.722222222	0.722222222	0.784090909	0.883333333	0.869047619	0.391304348	0.707792208	0.771428571	0.724637681	0.897435897		0.525423729	0.838709677	0.728813559	0.829268293	0.840909091	0.528301887	0.782122905	0.886792453	0.76433121	0.567567568	0.575384615	0.796992481	0.916666667	0.642857143	0.625	0.724867725	0.757575758	0.6125	0	0.720207254	0.75	0.444444444		0.613636364	0.689655172	0.172413793	0.815789474	0.720930233	0.777777778	0.592105263	0.605839416	0.8		0.21875		0.577898551	0.739130435
FCHSD1:ENSG00000197948:E6.1-E7.1|ENSG00000197948:I6.1-E7.1	1	1	1	0.958333333	1	1	1	1	1	1		1		1	1	1		1	1		1	1		1	0.964285714	1	1	1	1		1	1	1		1	1	0.944444444	1	1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		0.918699187	1	1	1	1	1	0	1	1	1	1	0.733333333	1		0.333333333	1	1	1
MBP:ENSG00000197971:E2.4-E6.1|ENSG00000197971:E2.4-I3.1_74840432	0.470588235	0.731707317	0.379432624	0.702970297	0.21	0.462857143	0.338709677	0.68	0.075	0.420560748	0.543956044	0.58974359	0.275	0.088845015	0.287539936	0.404494382	0.503546099	0.418032787	0.270700637	0.666666667	0.254166667	0.224489796	0.287234043	0.530612245	0.31372549	0.647058824	0.186440678	0.355555556	0.230769231	0.311881188	0.373937677	0.460887949	0.121621622		0.214285714	0.396226415	0.443708609	0.475471698	0.299019608	0.308988764	0.442105263	0.65	0.16360601	0.171779141	0.158102767	0.264069264	0.3203125	0.303797468	0.236180905	0.200636943	0.326923077	0.349593496	0.139705882	0.433962264	0.107438017	0.617647059	0.170731707	0.360544218	0.619909502	0.076086957	0.512578616	0.398058252	0.407407407	0.370666667	0.487951807	0.12	0.615384615	0.865384615	0.405857741	0.137096774	0.427312775	0.866666667	0.492424242	0.346289753	0.708333333	0.743119266	0.489711934	0.72	0.516853933	0.690322581	0.310344828	0.632911392	0.605479452
ZNF335:ENSG00000198026:E15.1-E16.1|ENSG00000198026:I15.1-E16.1	0.578571429	0.861111111	0.782608696	0.948717949	0.7	0.69047619	1	1	1	0.755813953	0.876923077	1	1	0.725		0.75	0.430232558	0.92	0.694444444	1		0.935483871	0.803571429	0.579545455	0.603896104	1	0.542735043	0.609467456	0.74556213	0.853658537	0.862745098	0.690140845	0.574712644		0.623188406	0.8125	0.774774775	1	0.75	0.755102041	1	0.911764706	0.722222222	0.76146789	0.553333333	0.857142857	0.571428571	0.682080925	0.952380952	0.911111111	0.826086957	0.726851852	0.741610738	1	0.62	1	0.698979592	0.594202899		1	1	1	0.534482759	0.801526718	1	0.408450704	0.84057971	0.516129032	0.625	0.428571429	0.601503759	0.883116883	0.945454545	0.731707317	0.772058824	0.723404255	1	0.517509728	0.545454545	0	0.655462185	0.506912442	0.971153846
